repo_owner_name,repo_name,repository_url,star_count,fork_count,pushedat,binding_file_path
repo_owner_name,repo_name,repository_url,star_count,fork_count,pushedat,binding_file_path
google,mediapipe,https://github.com/google/mediapipe,23676,4583,2023-10-23T15:01:56Z,"test_output/mediapipe/mediapipe/python/framework_bindings.cc, test_output/mediapipe/mediapipe/tasks/python/metadata/flatbuffers_lib/flatbuffers_lib.cc, test_output/mediapipe/mediapipe/tasks/cc/metadata/python/metadata_version.cc"
Tencent,MMKV,https://github.com/Tencent/MMKV,16254,1761,2023-10-10T08:25:37Z,test_output/MMKV/POSIX/Python/libmmkv_python.cpp
davisking,dlib,https://github.com/davisking/dlib,12323,2802,2023-10-11T23:39:48Z,"test_output/dlib/tools/python/src/dlib.cpp, test_output/dlib/dlib/external/pybind11/include/pybind11/pybind11.h, test_output/dlib/dlib/external/pybind11/include/pybind11/detail/internals.h, test_output/dlib/dlib/external/pybind11/include/pybind11/detail/type_caster_base.h, test_output/dlib/dlib/external/pybind11/include/pybind11/detail/common.h"
microsoft,onnxruntime,https://github.com/microsoft/onnxruntime,10707,2218,2023-10-23T14:05:20Z,"test_output/onnxruntime/orttraining/orttraining/test/external_custom_ops/src/foo_op.cpp, test_output/onnxruntime/orttraining/orttraining/python/orttraining_python_module.cc, test_output/onnxruntime/orttraining/orttraining/python/training/ortmodule/torch_cpp_extensions/cpu/torch_interop_utils/torch_interop_utils.cc, test_output/onnxruntime/orttraining/orttraining/python/training/ortmodule/torch_cpp_extensions/cuda/fused_ops/fused_ops_frontend.cpp, test_output/onnxruntime/orttraining/orttraining/python/training/ortmodule/torch_cpp_extensions/cuda/torch_gpu_allocator/torch_gpu_allocator.cc, test_output/onnxruntime/onnxruntime/python/onnxruntime_pybind_module.cc, test_output/onnxruntime/onnxruntime/python/torch_cpp_extensions/aten_op_executor/aten_op_executor.cc"
openai,triton,https://github.com/openai/triton,8512,883,2023-10-23T14:54:32Z,test_output/triton/python/src/main.cc
google,re2,https://github.com/google/re2,8248,1057,2023-10-20T14:31:32Z,test_output/re2/python/_re2.cc
finos,perspective,https://github.com/finos/perspective,6827,835,2023-10-21T03:55:11Z,test_output/perspective/python/perspective/perspective/include/perspective/python.h
NVIDIA,DALI,https://github.com/NVIDIA/DALI,4635,571,2023-10-23T14:28:10Z,"test_output/DALI/dali/python/backend_impl.cc, test_output/DALI/dali/operators/python_function/dltensor_function.cc"
spotify,pedalboard,https://github.com/spotify/pedalboard,4501,204,2023-10-17T14:57:28Z,test_output/pedalboard/pedalboard/python_bindings.cpp
patriciogonzalezvivo,glslViewer,https://github.com/patriciogonzalezvivo/glslViewer,4245,337,2023-10-22T18:31:47Z,test_output/glslViewer/src/python/bindings.cpp
mindspore-ai,mindspore,https://github.com/mindspore-ai/mindspore,3767,626.0,2023-07-26T22:31:11Z,"test_output/mindspore/mindspore/lite/python/src/pybind_module.cc, test_output/mindspore/mindspore/ccsrc/minddata/dataset/api/python/pybind_register.cc, test_output/mindspore/mindspore/ccsrc/minddata/mindrecord/common/shard_pybind.cc, test_output/mindspore/mindspore/ccsrc/pipeline/jit/init.cc, test_output/mindspore/mindspore/ccsrc/common/debug/common.cc, test_output/mindspore/mindspore/ccsrc/debug/debugger/offline_debug/mi_pybind_register.cc, test_output/mindspore/mindspore/ccsrc/plugin/device/ascend/hal/device/distribute/mpi_pycc.cc, test_output/mindspore/mindspore/core/utils/log_adapter.cc"
OpenNMT,CTranslate2,https://github.com/OpenNMT/CTranslate2,2018,186.0,2023-10-19T12:38:11Z,test_output/CTranslate2/python/cpp/module.cc
mitsuba-renderer,mitsuba2,https://github.com/mitsuba-renderer/mitsuba2,2015,254.0,2022-08-22T09:30:10Z,"test_output/mitsuba2/src/libcore/python/main.cpp, test_output/mitsuba2/src/libcore/python/main_v.cpp, test_output/mitsuba2/src/libui/python/main.cpp, test_output/mitsuba2/src/librender/python/main.cpp, test_output/mitsuba2/src/librender/python/main_v.cpp, test_output/mitsuba2/src/librender/python/old/main.cpp"
ytsaurus,ytsaurus,https://github.com/ytsaurus/ytsaurus,1627,,,"test_output/ytsaurus/contrib/python/matplotlib/py3/src/_ttconv.cpp, test_output/ytsaurus/contrib/python/matplotlib/py3/src/tri/_tri_wrapper.cpp, test_output/ytsaurus/contrib/python/contourpy/src/wrap.cpp, test_output/ytsaurus/contrib/libs/pybind11/include/pybind11/pybind11.h, test_output/ytsaurus/contrib/libs/pybind11/include/pybind11/detail/internals.h, test_output/ytsaurus/contrib/libs/pybind11/include/pybind11/detail/type_caster_base.h, test_output/ytsaurus/contrib/libs/pybind11/include/pybind11/detail/common.h"
AcademySoftwareFoundation,OpenColorIO,https://github.com/AcademySoftwareFoundation/OpenColorIO,1599,,,test_output/OpenColorIO/src/bindings/python/PyOpenColorIO.cpp
Farama-Foundation,ViZDoom,https://github.com/Farama-Foundation/ViZDoom,1590,,,test_output/ViZDoom/src/lib_python/ViZDoomPythonModule.cpp
KomputeProject,kompute,https://github.com/KomputeProject/kompute,1278,,,test_output/kompute/python/src/main.cpp
artivis,manif,https://github.com/artivis/manif,1277,,,test_output/manif/python/bindings_manif.cpp
symforce-org,symforce,https://github.com/symforce-org/symforce,1249,,,test_output/symforce/symforce/pybind/cc_sym.cc
shader-slang,slang,https://github.com/shader-slang/slang,1243,,,test_output/slang/source/slang/slang-emit-torch.cpp
stack-of-tasks,pinocchio,https://github.com/stack-of-tasks/pinocchio,1237,,,test_output/pinocchio/unittest/python/pybind11/cpp2pybind11.cpp
flexflow,FlexFlow,https://github.com/flexflow/FlexFlow,1224,,,test_output/FlexFlow/python/bindings.cc
CharlesShang,DCNv2,https://github.com/CharlesShang/DCNv2,1212,,,test_output/DCNv2/src/vision.cpp
google,tensorstore,https://github.com/google/tensorstore,1211,,,"test_output/tensorstore/python/tensorstore/cc_test_driver.cc, test_output/tensorstore/python/tensorstore/tensorstore_module.cc"
THUDM,AgentBench,https://github.com/THUDM/AgentBench,1197,,,test_output/AgentBench/src/server/tasks/card_game/AI/sdk/py_ai_sdk.cpp
sylefeb,Silice,https://github.com/sylefeb/Silice,1185,,,test_output/Silice/python/pysilice.cpp
MaximeHerpin,modular_tree,https://github.com/MaximeHerpin/modular_tree,1182,,,test_output/modular_tree/m_tree/python_bindings/main.cpp
tensor-compiler,taco,https://github.com/tensor-compiler/taco,1146,,,test_output/taco/python_bindings/src/pytaco.cpp
gem5,gem5,https://github.com/gem5/gem5,1144,,,"test_output/gem5/ext/pybind11/include/pybind11/pybind11.h, test_output/gem5/ext/pybind11/include/pybind11/detail/internals.h, test_output/gem5/ext/pybind11/include/pybind11/detail/type_caster_base.h, test_output/gem5/ext/pybind11/include/pybind11/detail/common.h, test_output/gem5/ext/pybind11/tests/pybind11_cross_module_tests.cpp, test_output/gem5/ext/pybind11/tests/eigen_tensor_avoid_stl_array.cpp, test_output/gem5/ext/pybind11/tests/pybind11_tests.cpp, test_output/gem5/ext/pybind11/tests/cross_module_gil_utils.cpp, test_output/gem5/ext/pybind11/tests/cross_module_interleaved_error_already_set.cpp, test_output/gem5/ext/pybind11/tests/test_embed/external_module.cpp, test_output/gem5/ext/pybind11/tests/test_cmake_build/main.cpp"
yahoojapan,NGT,https://github.com/yahoojapan/NGT,1125,,,test_output/NGT/python/src/ngtpy.cpp
YosysHQ,nextpnr,https://github.com/YosysHQ/nextpnr,1109,,,"test_output/nextpnr/3rdparty/pybind11/include/pybind11/pybind11.h, test_output/nextpnr/3rdparty/pybind11/include/pybind11/detail/internals.h, test_output/nextpnr/3rdparty/pybind11/include/pybind11/detail/type_caster_base.h, test_output/nextpnr/3rdparty/pybind11/include/pybind11/detail/common.h, test_output/nextpnr/3rdparty/pybind11/tests/pybind11_cross_module_tests.cpp, test_output/nextpnr/3rdparty/pybind11/tests/pybind11_tests.cpp, test_output/nextpnr/3rdparty/pybind11/tests/cross_module_gil_utils.cpp, test_output/nextpnr/3rdparty/pybind11/tests/cross_module_interleaved_error_already_set.cpp, test_output/nextpnr/3rdparty/pybind11/tests/test_embed/external_module.cpp, test_output/nextpnr/3rdparty/pybind11/tests/test_cmake_build/main.cpp"
primihub,primihub,https://github.com/primihub/primihub,1059,,,"test_output/primihub/src/primihub/pybind_warpper/express_wrapper.cc, test_output/primihub/src/primihub/pybind_warpper/channel_warpper.cc, test_output/primihub/src/primihub/pybind_warpper/network/link_context_wrapper.cc, test_output/primihub/src/primihub/pybind_warpper/dataset/dataset_warpper.cc, test_output/primihub/src/primihub/pybind_warpper/algorithm/opt_paillier_c2py.cc, test_output/primihub/src/primihub/data_store/ops_wapper.cc, test_output/primihub/src/primihub/task/pybind_wrapper/task_wrapper.cc"
llvm,torch-mlir,https://github.com/llvm/torch-mlir,987,,,"test_output/torch-mlir/python/TorchMLIRModule.cpp, test_output/torch-mlir/python/torch_mlir/dialects/torch/importer/jit_ir/csrc/init_python_bindings.cpp, test_output/torch-mlir/python/torch_mlir/csrc/reference_lazy_backend/reference_lazy_backend_pybind.cpp"
zxing-cpp,zxing-cpp,https://github.com/zxing-cpp/zxing-cpp,948,,,test_output/zxing-cpp/wrappers/python/zxing.cpp
quick-lint,quick-lint-js,https://github.com/quick-lint/quick-lint-js,944,,,test_output/quick-lint-js/vendor/benchmark/bindings/python/google_benchmark/benchmark.cc
laurentkneip,opengv,https://github.com/laurentkneip/opengv,940,,,test_output/opengv/python/pyopengv.cpp
uber,neuropod,https://github.com/uber/neuropod,924,72.0,2023-06-24T15:15:55Z,"test_output/neuropod/source/neuropod/bindings/neuropod_native.cc, test_output/neuropod/source/python/neuropod/backends/pytorch/test/custom_ops/addition_op_1/addition_op.cc, test_output/neuropod/source/python/neuropod/backends/pytorch/test/custom_ops/addition_op_2/addition_op.cc"
zerollzeng,tiny-tensorrt,https://github.com/zerollzeng/tiny-tensorrt,731,,,"test_output/tiny-tensorrt/src/PyTrt.cpp, test_output/tiny-tensorrt/third_party/pybind11/include/pybind11/pybind11.h, test_output/tiny-tensorrt/third_party/pybind11/include/pybind11/cast.h, test_output/tiny-tensorrt/third_party/pybind11/include/pybind11/detail/internals.h, test_output/tiny-tensorrt/third_party/pybind11/include/pybind11/detail/common.h, test_output/tiny-tensorrt/third_party/pybind11/tests/pybind11_cross_module_tests.cpp, test_output/tiny-tensorrt/third_party/pybind11/tests/pybind11_tests.cpp, test_output/tiny-tensorrt/third_party/pybind11/tests/cross_module_gil_utils.cpp, test_output/tiny-tensorrt/third_party/pybind11/tests/test_embed/external_module.cpp, test_output/tiny-tensorrt/third_party/pybind11/tests/test_cmake_build/main.cpp"
google,cld3,https://github.com/google/cld3,706,,,test_output/cld3/gcld3/pybind_ext.cc
cityflow-project,CityFlow,https://github.com/cityflow-project/CityFlow,681,,,test_output/CityFlow/src/cityflow.cpp
kuzudb,kuzu,https://github.com/kuzudb/kuzu,680,,,"test_output/kuzu/third_party/pybind11/include/pybind11/pybind11.h, test_output/kuzu/third_party/pybind11/include/pybind11/detail/internals.h, test_output/kuzu/third_party/pybind11/include/pybind11/detail/type_caster_base.h, test_output/kuzu/third_party/pybind11/include/pybind11/detail/common.h, test_output/kuzu/tools/python_api/src_cpp/kuzu_binding.cpp"
colmap,pycolmap,https://github.com/colmap/pycolmap,680,,,test_output/pycolmap/main.cc
bastibl,gr-ieee802-11,https://github.com/bastibl/gr-ieee802-11,671,,,test_output/gr-ieee802-11/python/bindings/python_bindings.cc
sophgo,tpu-mlir,https://github.com/sophgo/tpu-mlir,338,,,"test_output/tpu-mlir/python/tpu_mlir/RegisterEverything.cpp, test_output/tpu-mlir/bindings/pymlir/pymlir.cpp, test_output/tpu-mlir/bindings/pyruntime/pyruntime_bm.cpp, test_output/tpu-mlir/bindings/pyruntime/pyruntime_cvi.cpp"
PRBonn,vdbfusion,https://github.com/PRBonn/vdbfusion,333,,,test_output/vdbfusion/src/vdbfusion/pybind/vdbfusion_pybind.cpp
KaHIP,KaHIP,https://github.com/KaHIP/KaHIP,332,,,"test_output/KaHIP/misc/pymodule/kahip.cpp, test_output/KaHIP/misc/pymodule/pybind11/include/pybind11/pybind11.h, test_output/KaHIP/misc/pymodule/pybind11/include/pybind11/cast.h, test_output/KaHIP/misc/pymodule/pybind11/include/pybind11/detail/internals.h, test_output/KaHIP/misc/pymodule/pybind11/include/pybind11/detail/common.h, test_output/KaHIP/misc/pymodule/pybind11/tests/pybind11_cross_module_tests.cpp, test_output/KaHIP/misc/pymodule/pybind11/tests/pybind11_tests.cpp, test_output/KaHIP/misc/pymodule/pybind11/tests/cross_module_gil_utils.cpp, test_output/KaHIP/misc/pymodule/pybind11/tests/test_embed/external_module.cpp, test_output/KaHIP/misc/pymodule/pybind11/tests/test_cmake_build/main.cpp"
NERSC,timemory,https://github.com/NERSC/timemory,327,,,"test_output/timemory/source/python/libpytimemory.cpp, test_output/timemory/examples/ex-python/libex_bindings.cpp"
xtensor-stack,xtensor-python,https://github.com/xtensor-stack/xtensor-python,326,,,"test_output/xtensor-python/test_python/main.cpp, test_output/xtensor-python/docs/source/examples/sfinae/python.cpp, test_output/xtensor-python/docs/source/examples/readme_example_1/main.cpp, test_output/xtensor-python/docs/source/examples/copy_cast/main.cpp, test_output/xtensor-python/benchmark/main.cpp"
luxonis,depthai-python,https://github.com/luxonis/depthai-python,317,,,"test_output/depthai-python/src/py_bindings.cpp, test_output/depthai-python/tests/depthai_pybind11_tests.cpp"
eyllanesc,stackoverflow,https://github.com/eyllanesc/stackoverflow,309,,,test_output/stackoverflow/questions/55945085/slam.cpp
HawkAaron,warp-transducer,https://github.com/HawkAaron/warp-transducer,302,,,test_output/warp-transducer/pytorch_binding/src/binding.cpp
raisimTech,raisimLib,https://github.com/raisimTech/raisimLib,291,,,"test_output/raisimLib/raisimGymTorch/raisimGymTorch/env/raisim_gym.cpp, test_output/raisimLib/raisimGymTorch/thirdParty/pybind11/include/pybind11/pybind11.h, test_output/raisimLib/raisimGymTorch/thirdParty/pybind11/include/pybind11/detail/internals.h, test_output/raisimLib/raisimGymTorch/thirdParty/pybind11/include/pybind11/detail/type_caster_base.h, test_output/raisimLib/raisimGymTorch/thirdParty/pybind11/include/pybind11/detail/common.h, test_output/raisimLib/raisimGymTorch/thirdParty/pybind11/tests/pybind11_cross_module_tests.cpp, test_output/raisimLib/raisimGymTorch/thirdParty/pybind11/tests/pybind11_tests.cpp, test_output/raisimLib/raisimGymTorch/thirdParty/pybind11/tests/cross_module_gil_utils.cpp, test_output/raisimLib/raisimGymTorch/thirdParty/pybind11/tests/test_embed/external_module.cpp, test_output/raisimLib/raisimGymTorch/thirdParty/pybind11/tests/test_cmake_build/main.cpp, test_output/raisimLib/raisimPy/src/raisim_wrapper.cpp, test_output/raisimLib/thirdParty/pybind11/include/pybind11/pybind11.h, test_output/raisimLib/thirdParty/pybind11/include/pybind11/detail/internals.h, test_output/raisimLib/thirdParty/pybind11/include/pybind11/detail/type_caster_base.h, test_output/raisimLib/thirdParty/pybind11/include/pybind11/detail/common.h, test_output/raisimLib/thirdParty/pybind11/tests/pybind11_cross_module_tests.cpp, test_output/raisimLib/thirdParty/pybind11/tests/eigen_tensor_avoid_stl_array.cpp, test_output/raisimLib/thirdParty/pybind11/tests/pybind11_tests.cpp, test_output/raisimLib/thirdParty/pybind11/tests/cross_module_gil_utils.cpp, test_output/raisimLib/thirdParty/pybind11/tests/cross_module_interleaved_error_already_set.cpp, test_output/raisimLib/thirdParty/pybind11/tests/test_embed/external_module.cpp, test_output/raisimLib/thirdParty/pybind11/tests/test_cmake_build/main.cpp"
vgc,vgc,https://github.com/vgc/vgc,270,,,"test_output/vgc/libs/vgc/dom/wraps/module.cpp, test_output/vgc/libs/vgc/geometry/wraps/module.cpp, test_output/vgc/libs/vgc/ui/wraps/module.cpp, test_output/vgc/libs/vgc/graphics/wraps/module.cpp, test_output/vgc/libs/vgc/style/wraps/module.cpp, test_output/vgc/libs/vgc/core/wraps/module.cpp"
bluescarni,mppp,https://github.com/bluescarni/mppp,269,,,test_output/mppp/test/pybind11/pybind11_test_01.cpp
Huelse,SEAL-Python,https://github.com/Huelse/SEAL-Python,269,,,test_output/SEAL-Python/src/wrapper.cpp
chanzuckerberg,shasta,https://github.com/chanzuckerberg/shasta,268,,,test_output/shasta/src/PythonModule.cpp
CaoWGG,TensorRT-YOLOv4,https://github.com/CaoWGG/TensorRT-YOLOv4,267,,,"test_output/TensorRT-YOLOv4/onnx-tensorrt/third_party/onnx/third_party/pybind11/include/pybind11/pybind11.h, test_output/TensorRT-YOLOv4/onnx-tensorrt/third_party/onnx/third_party/pybind11/include/pybind11/cast.h, test_output/TensorRT-YOLOv4/onnx-tensorrt/third_party/onnx/third_party/pybind11/include/pybind11/detail/internals.h, test_output/TensorRT-YOLOv4/onnx-tensorrt/third_party/onnx/third_party/pybind11/include/pybind11/detail/common.h, test_output/TensorRT-YOLOv4/onnx-tensorrt/third_party/onnx/third_party/pybind11/tests/pybind11_cross_module_tests.cpp, test_output/TensorRT-YOLOv4/onnx-tensorrt/third_party/onnx/third_party/pybind11/tests/pybind11_tests.cpp, test_output/TensorRT-YOLOv4/onnx-tensorrt/third_party/onnx/third_party/pybind11/tests/test_cmake_build/main.cpp, test_output/TensorRT-YOLOv4/onnx-tensorrt/third_party/onnx/onnx/cpp2py_export.cc"
Simple-Robotics,proxsuite,https://github.com/Simple-Robotics/proxsuite,267,,,"test_output/proxsuite/bindings/python/src/expose-all.cpp, test_output/proxsuite/bindings/python/helpers/instruction-set.cpp"
uoip,pangolin,https://github.com/uoip/pangolin,266,,,"test_output/pangolin/python/pangolin.cpp, test_output/pangolin/external/pybind11/include/pybind11/pybind11.h, test_output/pangolin/external/pybind11/include/pybind11/cast.h, test_output/pangolin/external/pybind11/include/pybind11/detail/internals.h, test_output/pangolin/external/pybind11/include/pybind11/detail/common.h, test_output/pangolin/external/pybind11/tests/pybind11_cross_module_tests.cpp, test_output/pangolin/external/pybind11/tests/pybind11_tests.cpp, test_output/pangolin/external/pybind11/tests/test_cmake_build/main.cpp"
bark-simulator,bark,https://github.com/bark-simulator/bark,256,,,test_output/bark/bark/python_wrapper/main.cpp
haosulab,SAPIEN,https://github.com/haosulab/SAPIEN,255,,,"test_output/SAPIEN/python/pysapien.cpp, test_output/SAPIEN/extension/example_extension/example.cpp"
zchrissirhcz,cmake_examples,https://github.com/zchrissirhcz/cmake_examples,254,,,"test_output/cmake_examples/6_bindings_and_documentation/pybind11_example1/src/main.cpp, test_output/cmake_examples/6_bindings_and_documentation/pybind11_example1/pybind11/include/pybind11/pybind11.h, test_output/cmake_examples/6_bindings_and_documentation/pybind11_example1/pybind11/include/pybind11/cast.h, test_output/cmake_examples/6_bindings_and_documentation/pybind11_example1/pybind11/include/pybind11/detail/internals.h, test_output/cmake_examples/6_bindings_and_documentation/pybind11_example1/pybind11/include/pybind11/detail/common.h"
SYSU-STAR,H2-Mapping,https://github.com/SYSU-STAR/H2-Mapping,254,,,test_output/H2-Mapping/mapping/third_party/sparse_voxels/src/binding.cpp
gnuradio,gr-inspector,https://github.com/gnuradio/gr-inspector,250,,,test_output/gr-inspector/python/inspector/bindings/python_bindings.cc
snuspl,nimble,https://github.com/snuspl/nimble,248,,,"test_output/nimble/torch/library.h, test_output/nimble/torch/csrc/api/include/torch/python.h, test_output/nimble/test/cpp_extensions/msnpu_extension.cpp, test_output/nimble/test/cpp_extensions/jit_extension.cpp, test_output/nimble/test/cpp_extensions/rng_extension.cpp, test_output/nimble/test/cpp_extensions/cuda_extension.cpp, test_output/nimble/test/cpp_extensions/extension.cpp, test_output/nimble/test/cpp_extensions/cudnn_extension.cpp, test_output/nimble/test/cpp_extensions/cpp_c10d_extension.cpp, test_output/nimble/test/cpp_extensions/cpp_frontend_extension.cpp, test_output/nimble/benchmarks/operator_benchmark/pt_extension/extension.cpp, test_output/nimble/caffe2/python/pybind_state.cc, test_output/nimble/caffe2/python/pybind_state_hip.cc, test_output/nimble/caffe2/python/pybind_state_gpu.cc, test_output/nimble/caffe2/python/mpi_python.cc, test_output/nimble/caffe2/contrib/gloo/py_export.cc, test_output/nimble/caffe2/distributed/py_export.cc, test_output/nimble/caffe2/quantization/server/pybind.cc"
NGSolve,netgen,https://github.com/NGSolve/netgen,227,,,"test_output/netgen/ng/ngguipy.cpp, test_output/netgen/ng/netgenpy.cpp, test_output/netgen/libsrc/geom2d/python_geom2d.cpp, test_output/netgen/libsrc/core/python_ngcore_export.cpp, test_output/netgen/libsrc/occ/python_occ.cpp, test_output/netgen/libsrc/csg/vscsg.cpp, test_output/netgen/libsrc/csg/python_csg.cpp, test_output/netgen/libsrc/meshing/python_mesh.cpp, test_output/netgen/libsrc/stlgeom/python_stl.cpp, test_output/netgen/libsrc/stlgeom/vsstl.cpp"
