repo_owner_name,repo_name,repository_url,star_count,fork_count,pushedat,binding_file_path
gottingen,search-legend,https://github.com/gottingen/search-legend,225,,,"test_output/search-legend/tf210/tensorflow/python/sanitizers_wrapper.cc, test_output/search-legend/tf210/tensorflow/python/mlir_wrapper.cc, test_output/search-legend/tf210/tensorflow/python/pywrap_dtensor_device.cc, test_output/search-legend/tf210/tensorflow/python/pywrap_tensorflow_internal.cc, test_output/search-legend/tf210/tensorflow/python/py_exception_registry_wrapper.cc, test_output/search-legend/tf210/tensorflow/python/tfe_wrapper.cc, test_output/search-legend/tf210/tensorflow/python/tfcompile_wrapper.cc, test_output/search-legend/tf210/tensorflow/python/eager/function.cc, test_output/search-legend/tf210/tensorflow/python/eager/pywrap_tensor_test_util.cc, test_output/search-legend/tf210/tensorflow/python/eager/custom_device_testutil.cc, test_output/search-legend/tf210/tensorflow/python/training/quantize_training_wrapper.cc, test_output/search-legend/tf210/tensorflow/python/data/experimental/service/server_lib_wrapper.cc, test_output/search-legend/tf210/tensorflow/python/data/experimental/service/utils_wrapper.cc, test_output/search-legend/tf210/tensorflow/python/lite/toco_python_api_wrapper.cc, test_output/search-legend/tf210/tensorflow/python/framework/py_context_manager_pybind.cc, test_output/search-legend/tf210/tensorflow/python/framework/proto_comparators.cc, test_output/search-legend/tf210/tensorflow/python/framework/op_def_library_pybind.cc, test_output/search-legend/tf210/tensorflow/python/framework/python_api_info_wrapper.cc, test_output/search-legend/tf210/tensorflow/python/framework/python_api_parameter_converter_wrapper.cc, test_output/search-legend/tf210/tensorflow/python/framework/python_memory_checker_helper.cc, test_output/search-legend/tf210/tensorflow/python/framework/op_def_registry.cc, test_output/search-legend/tf210/tensorflow/python/framework/python_api_dispatcher_wrapper.cc, test_output/search-legend/tf210/tensorflow/python/framework/python_op_gen_wrapper.cc, test_output/search-legend/tf210/tensorflow/python/framework/dtypes.cc, test_output/search-legend/tf210/tensorflow/python/framework/op_def_util_pybind.cc, test_output/search-legend/tf210/tensorflow/python/framework/test_metrics_util.cc, test_output/search-legend/tf210/tensorflow/python/framework/python_tensor_converter_wrapper.cc, test_output/search-legend/tf210/tensorflow/python/framework/errors_test_helper.cc, test_output/search-legend/tf210/tensorflow/python/framework/memory_checker_test_helper.cc, test_output/search-legend/tf210/tensorflow/python/framework/experimental/tape.cc, test_output/search-legend/tf210/tensorflow/python/framework/experimental/unified_api.cc, test_output/search-legend/tf210/tensorflow/python/framework/experimental/nn_ops.cc, test_output/search-legend/tf210/tensorflow/python/framework/experimental/math_ops.cc, test_output/search-legend/tf210/tensorflow/python/util/fast_module_type.cc, test_output/search-legend/tf210/tensorflow/python/util/tensor_float_32.cc, test_output/search-legend/tf210/tensorflow/python/util/util_wrapper.cc, test_output/search-legend/tf210/tensorflow/python/util/function_parameter_canonicalizer_binding_for_test.cc, test_output/search-legend/tf210/tensorflow/python/util/py_checkpoint_reader_wrapper.cc, test_output/search-legend/tf210/tensorflow/python/util/nest_wrapper.cc, test_output/search-legend/tf210/tensorflow/python/util/stat_summarizer_wrapper.cc, test_output/search-legend/tf210/tensorflow/python/util/transform_graph_wrapper.cc, test_output/search-legend/tf210/tensorflow/python/util/port_wrapper.cc, test_output/search-legend/tf210/tensorflow/python/util/tfprof_wrapper.cc, test_output/search-legend/tf210/tensorflow/python/util/determinism.cc, test_output/search-legend/tf210/tensorflow/python/util/kernel_registry_wrapper.cc, test_output/search-legend/tf210/tensorflow/python/util/tf_stack.cc, test_output/search-legend/tf210/tensorflow/python/platform/enable_tf2.cc, test_output/search-legend/tf210/tensorflow/python/platform/stacktrace_handler_wrapper.cc, test_output/search-legend/tf210/tensorflow/python/platform/cpu_feature_guard_wrapper.cc, test_output/search-legend/tf210/tensorflow/python/grappler/tf_optimizer_wrapper.cc, test_output/search-legend/tf210/tensorflow/python/grappler/graph_analyzer_tool_wrapper.cc, test_output/search-legend/tf210/tensorflow/python/grappler/cost_analyzer_wrapper.cc, test_output/search-legend/tf210/tensorflow/python/grappler/model_analyzer_wrapper.cc, test_output/search-legend/tf210/tensorflow/python/grappler/cluster_wrapper.cc, test_output/search-legend/tf210/tensorflow/python/grappler/item_wrapper.cc, test_output/search-legend/tf210/tensorflow/python/profiler/internal/traceme_wrapper.cc, test_output/search-legend/tf210/tensorflow/python/profiler/internal/profiler_wrapper.cc, test_output/search-legend/tf210/tensorflow/python/saved_model/pywrap_saved_model.cc, test_output/search-legend/tf210/tensorflow/python/autograph/impl/testing/pybind_for_testing.cc, test_output/search-legend/tf210/tensorflow/python/lib/io/record_io_wrapper.cc, test_output/search-legend/tf210/tensorflow/python/lib/io/file_io_wrapper.cc, test_output/search-legend/tf210/tensorflow/python/lib/core/py_func_wrapper.cc, test_output/search-legend/tf210/tensorflow/python/lib/core/bfloat16_wrapper.cc, test_output/search-legend/tf210/tensorflow/python/distribute/parallel_device/pywrap_parallel_device.cc, test_output/search-legend/tf210/tensorflow/python/client/device_lib_wrapper.cc, test_output/search-legend/tf210/tensorflow/python/client/tf_session_wrapper.cc, test_output/search-legend/tf210/tensorflow/python/client/events_writer_wrapper.cc, test_output/search-legend/tf210/tensorflow/python/client/debug_events_writer_wrapper.cc, test_output/search-legend/tf210/tensorflow/lite/kernels/variable_ops_wrapper.cc, test_output/search-legend/tf210/tensorflow/lite/kernels/gradient/gradient_ops_wrapper.cc, test_output/search-legend/tf210/tensorflow/lite/kernels/perception/perception_ops_wrapper.cc, test_output/search-legend/tf210/tensorflow/lite/python/interpreter_wrapper/interpreter_wrapper_pybind11.cc, test_output/search-legend/tf210/tensorflow/lite/python/testdata/test_registerer_wrapper.cc, test_output/search-legend/tf210/tensorflow/lite/python/analyzer_wrapper/analyzer_wrapper.cc, test_output/search-legend/tf210/tensorflow/lite/python/optimize/calibration_wrapper_pybind11.cc, test_output/search-legend/tf210/tensorflow/lite/python/metrics/wrapper/metrics_wrapper_pybind11.cc, test_output/search-legend/tf210/tensorflow/lite/testing/string_util_wrapper.cc, test_output/search-legend/tf210/tensorflow/lite/tools/signature/signature_def_util_wrapper_pybind11.cc, test_output/search-legend/tf210/tensorflow/lite/tools/optimize/python/modify_model_interface.cc, test_output/search-legend/tf210/tensorflow/lite/tools/optimize/sparsity/format_converter_wrapper_pybind11.cc, test_output/search-legend/tf210/tensorflow/core/config/flags_api_wrapper.cc, test_output/search-legend/tf210/tensorflow/core/function/runtime_client_pybind.cc, test_output/search-legend/tf210/tensorflow/core/function/testing/test_pass_pybind.cc, test_output/search-legend/tf210/tensorflow/compiler/mlir/tfrt/jit/python_binding/tf_jitrt_executor.cc, test_output/search-legend/tf210/tensorflow/compiler/mlir/tfrt/jit/python_binding/tfrt_fallback.cc, test_output/search-legend/tf210/tensorflow/compiler/mlir/tfr/python/tfr_wrapper.cc, test_output/search-legend/tf210/tensorflow/compiler/mlir/python/mlir_wrapper/mlir_wrapper.cc, test_output/search-legend/tf210/tensorflow/compiler/mlir/python/mlir_wrapper/filecheck_wrapper.cc, test_output/search-legend/tf210/tensorflow/compiler/mlir/lite/experimental/tac/py_wrapper/tac_wrapper_pybind11.cc, test_output/search-legend/tf210/tensorflow/compiler/mlir/hlo/python/MlirHloModule.cc, test_output/search-legend/tf210/tensorflow/compiler/mlir/quantization/tensorflow/python/pywrap_quantize_model.cc, test_output/search-legend/tf210/tensorflow/compiler/xla/python/xla.cc, test_output/search-legend/tf210/tensorflow/compiler/xla/python/tpu_driver/client/tpu_client_extension.cc, test_output/search-legend/tf210/tensorflow/compiler/tf2tensorrt/utils/py_utils_wrapper.cc"
aarnphm,whispercpp,https://github.com/aarnphm/whispercpp,223,,,"test_output/whispercpp/src/whispercpp/api_cpp2py_export.cc, test_output/whispercpp/src/whispercpp/audio.cc"
NVlabs,cule,https://github.com/NVlabs/cule,219,,,test_output/cule/torchcule/frontend.cpp
CMU-Perceptual-Computing-Lab,openpose,https://github.com/CMU-Perceptual-Computing-Lab/openpose,28400,7425,2023-10-17T23:35:19Z,
halide,Halide,https://github.com/halide/Halide,5549,1005,2023-10-23T11:09:23Z,"['test_output/Halide/apps/onnx/model.cpp', 'test_output/Halide/python_bindings/src/halide/halide_/PyHalide.cpp']"
Oneflow-Inc,oneflow,https://github.com/Oneflow-Inc/oneflow,5367,610,2023-10-23T11:57:01Z,"['test_output/oneflow/oneflow/api/python/profiler.cpp', 'test_output/oneflow/oneflow/api/python/ir.cpp', 'test_output/oneflow/oneflow/api/python/of_api_registry.h', 'test_output/oneflow/oneflow/api/python/deprecated.cpp', 'test_output/oneflow/oneflow/api/python/flags.cpp', 'test_output/oneflow/oneflow/api/python/stack_getter.cpp', 'test_output/oneflow/oneflow/api/python/init.cpp', 'test_output/oneflow/oneflow/api/python/gil_foreign_lock_helper.cpp', 'test_output/oneflow/oneflow/api/python/multiprocessing/shared_memory.cpp', 'test_output/oneflow/oneflow/api/python/multiprocessing/init.cpp', 'test_output/oneflow/oneflow/api/python/eager/eager.cpp', 'test_output/oneflow/oneflow/api/python/session/session.cpp', 'test_output/oneflow/oneflow/api/python/caster/test.cpp', 'test_output/oneflow/oneflow/api/python/job_build/job_build_and_infer.cpp', 'test_output/oneflow/oneflow/api/python/job_build/lazy_mode.cpp', 'test_output/oneflow/oneflow/api/python/symbol/scope_symbol.cpp', 'test_output/oneflow/oneflow/api/python/symbol/op_conf_symbol.cpp', 'test_output/oneflow/oneflow/api/python/symbol/job_conf_symbol.cpp', 'test_output/oneflow/oneflow/api/python/symbol/sbp_symbol.cpp', 'test_output/oneflow/oneflow/api/python/symbol/placement_symbol.cpp', 'test_output/oneflow/oneflow/api/python/framework/parallel_conf_util.cpp', 'test_output/oneflow/oneflow/api/python/framework/random_generator.cpp', 'test_output/oneflow/oneflow/api/python/framework/scope_util.cpp', 'test_output/oneflow/oneflow/api/python/framework/instructions_builder.cpp', 'test_output/oneflow/oneflow/api/python/framework/tensor.cpp', 'test_output/oneflow/oneflow/api/python/framework/size.cpp', 'test_output/oneflow/oneflow/api/python/framework/session_util.cpp', 'test_output/oneflow/oneflow/api/python/framework/memory_format.cpp', 'test_output/oneflow/oneflow/api/python/framework/py_kernel_registry.cpp', 'test_output/oneflow/oneflow/api/python/framework/global_mode.cpp', 'test_output/oneflow/oneflow/api/python/framework/variable_tensor_mgr.cpp', 'test_output/oneflow/oneflow/api/python/framework/op_builder.cpp', 'test_output/oneflow/oneflow/api/python/framework/nn_graph.cpp', 'test_output/oneflow/oneflow/api/python/framework/tensortype.cpp', 'test_output/oneflow/oneflow/api/python/framework/op_expr.cpp', 'test_output/oneflow/oneflow/api/python/framework/id_state.cpp', 'test_output/oneflow/oneflow/api/python/framework/one_embedding.cpp', 'test_output/oneflow/oneflow/api/python/framework/device.cpp', 'test_output/oneflow/oneflow/api/python/framework/shut_down_util.cpp', 'test_output/oneflow/oneflow/api/python/framework/thread.cpp', 'test_output/oneflow/oneflow/api/python/framework/autocast.cpp', 'test_output/oneflow/oneflow/api/python/framework/tensor_tuple.cpp', 'test_output/oneflow/oneflow/api/python/framework/stream.cpp', 'test_output/oneflow/oneflow/api/python/framework/id_util.cpp', 'test_output/oneflow/oneflow/api/python/framework/doc.cpp', 'test_output/oneflow/oneflow/api/python/framework/dtype.cpp', 'test_output/oneflow/oneflow/api/python/framework/typeinfo.cpp', 'test_output/oneflow/oneflow/api/python/framework/layout.cpp', 'test_output/oneflow/oneflow/api/python/framework/framework.cpp', 'test_output/oneflow/oneflow/api/python/utils/dataloader.cpp', 'test_output/oneflow/oneflow/api/python/numpy/init_numpy_c_api.cpp', 'test_output/oneflow/oneflow/api/python/env/env.cpp', 'test_output/oneflow/oneflow/api/python/registry/registry.cpp', 'test_output/oneflow/oneflow/api/python/remat/remat.cpp', 'test_output/oneflow/oneflow/api/python/rpc/rank_group.cpp', 'test_output/oneflow/oneflow/api/python/rpc/ccl.cpp', 'test_output/oneflow/oneflow/api/python/ep/cuda_matmul_mode.cpp', 'test_output/oneflow/oneflow/api/python/autograd/autograd.cpp', 'test_output/oneflow/oneflow/api/python/autograd/function_node.cpp', 'test_output/oneflow/oneflow/api/python/autograd/autograd_mode.cpp', 'test_output/oneflow/oneflow/api/python/autograd/autograd_function_state.cpp', 'test_output/oneflow/oneflow/api/python/autograd/autograd_engine.cpp', 'test_output/oneflow/oneflow/api/python/autograd/autograd_function.cpp', 'test_output/oneflow/oneflow/api/python/exception/exception.cpp', 'test_output/oneflow/oneflow/api/python/dlpack/converter.cpp']"
mamba-org,mamba,https://github.com/mamba-org/mamba,5271,293,2023-10-23T15:32:57Z,['test_output/mamba/libmambapy/src/main.cpp']
BoomingTech,Piccolo,https://github.com/BoomingTech/Piccolo,5106,1632,2023-10-23T02:18:53Z,['test_output/Piccolo/engine/3rdparty/tinyobjloader/python/bindings.cc']
openvinotoolkit,openvino,https://github.com/openvinotoolkit/openvino,4808,1661,2023-10-23T15:32:15Z,"['test_output/openvino/src/bindings/python/src/compatibility/pyngraph/pyngraph.cpp', 'test_output/openvino/src/bindings/python/src/pyopenvino/pyopenvino.cpp', 'test_output/openvino/src/bindings/python/src/pyopenvino/frontend/paddle/py_module.cpp', 'test_output/openvino/src/bindings/python/src/pyopenvino/frontend/pytorch/py_module.cpp', 'test_output/openvino/src/bindings/python/src/pyopenvino/frontend/tensorflow/py_module.cpp', 'test_output/openvino/src/bindings/python/src/pyopenvino/frontend/onnx/py_module.cpp', 'test_output/openvino/src/bindings/python/src/pyopenvino/test_utils/test_utils.cpp', 'test_output/openvino/src/bindings/python/tests/mock/pyngraph_fe_mock_api/pyngraph_mock_frontend_api.cpp', 'test_output/openvino/tools/mo/unit_tests/mock_mo_frontend/mock_mo_python_api/mock_mo_python_api.cpp']"
cvxpy,cvxpy,https://github.com/cvxpy/cvxpy,4757,978,2023-10-22T19:39:47Z,['test_output/cvxpy/cvxpy/utilities/cpp/sparsecholesky/main.cpp']
MegEngine,MegEngine,https://github.com/MegEngine/MegEngine,4626,520,2023-10-23T07:32:40Z,['test_output/MegEngine/imperative/python/src/module.cpp']
nmslib,nmslib,https://github.com/nmslib/nmslib,3155,419.0,2023-10-18T22:16:45Z,['test_output/nmslib/python_bindings/nmslib.cc']
tinyobjloader,tinyobjloader,https://github.com/tinyobjloader/tinyobjloader,3000,572.0,2023-08-23T16:33:34Z,['test_output/tinyobjloader/python/bindings.cc']
argman,EAST,https://github.com/argman/EAST,2966,1021.0,2022-11-22T01:55:26Z,['test_output/EAST/lanms/include/pybind11/common.h']
kungfu-origin,kungfu,https://github.com/kungfu-origin/kungfu,2939,994.0,2022-12-12T09:52:00Z,"['test_output/kungfu/core/extensions/xtp/src/pybind_xtp.cpp', 'test_output/kungfu/core/extensions/ctp/src/pybind_ctp.cpp', 'test_output/kungfu/core/deps/pybind11-2.2.4/include/pybind11/pybind11.h', 'test_output/kungfu/core/deps/pybind11-2.2.4/include/pybind11/cast.h', 'test_output/kungfu/core/deps/pybind11-2.2.4/include/pybind11/detail/internals.h', 'test_output/kungfu/core/deps/pybind11-2.2.4/include/pybind11/detail/common.h', 'test_output/kungfu/core/deps/pybind11-2.2.4/tests/pybind11_cross_module_tests.cpp', 'test_output/kungfu/core/deps/pybind11-2.2.4/tests/pybind11_tests.cpp', 'test_output/kungfu/core/deps/pybind11-2.2.4/tests/test_embed/external_module.cpp', 'test_output/kungfu/core/cpp/wingchun/pybind/pybind_wingchun.cpp', 'test_output/kungfu/core/cpp/yijinjing/pybind/pybind_yjj.cpp', 'test_output/kungfu/examples/extension/src/pybind_kfextdemo.cpp', 'test_output/kungfu/examples/strategy/cpp/src/demo_strategy.cpp']"
NVlabs,tiny-cuda-nn,https://github.com/NVlabs/tiny-cuda-nn,2926,359.0,2023-10-13T18:10:48Z,['test_output/tiny-cuda-nn/bindings/torch/tinycudann/bindings.cpp']
raboof,nethogs,https://github.com/raboof/nethogs,2803,268.0,2023-10-02T14:30:14Z,['test_output/nethogs/python/bindings.cpp']
RobotLocomotion,drake,https://github.com/RobotLocomotion/drake,2781,1094.0,2023-10-20T05:32:02Z,"['test_output/drake/bindings/bazel_workaround_4594_libdrake_py.cc', 'test_output/drake/bindings/pydrake/polynomial_py.cc', 'test_output/drake/bindings/pydrake/lcm_py.cc', 'test_output/drake/bindings/pydrake/perception_py.cc', 'test_output/drake/bindings/pydrake/pydrake_doxygen.h', 'test_output/drake/bindings/pydrake/trajectories_py.cc', 'test_output/drake/bindings/pydrake/test/odr_test_module_py.cc', 'test_output/drake/bindings/pydrake/systems/analysis_py.cc', 'test_output/drake/bindings/pydrake/systems/primitives_py.cc', 'test_output/drake/bindings/pydrake/systems/lcm_py.cc', 'test_output/drake/bindings/pydrake/systems/rendering_py.cc', 'test_output/drake/bindings/pydrake/systems/framework_py.cc', 'test_output/drake/bindings/pydrake/systems/sensors_py.cc', 'test_output/drake/bindings/pydrake/systems/controllers_py.cc', 'test_output/drake/bindings/pydrake/systems/test/test_util_py.cc', 'test_output/drake/bindings/pydrake/geometry/geometry_py.cc', 'test_output/drake/bindings/pydrake/symbolic/symbolic_py.cc', 'test_output/drake/bindings/pydrake/visualization/visualization_py.cc', 'test_output/drake/bindings/pydrake/math/math_py.cc', 'test_output/drake/bindings/pydrake/solvers/solvers_py.cc', 'test_output/drake/bindings/pydrake/manipulation/manipulation_py.cc', 'test_output/drake/bindings/pydrake/multibody/parsing_py.cc', 'test_output/drake/bindings/pydrake/multibody/fem_py.cc', 'test_output/drake/bindings/pydrake/multibody/tree_py.cc', 'test_output/drake/bindings/pydrake/multibody/benchmarks_py.cc', 'test_output/drake/bindings/pydrake/multibody/rational_py.cc', 'test_output/drake/bindings/pydrake/multibody/math_py.cc', 'test_output/drake/bindings/pydrake/multibody/meshcat_py.cc', 'test_output/drake/bindings/pydrake/multibody/optimization_py.cc', 'test_output/drake/bindings/pydrake/multibody/plant_py.cc', 'test_output/drake/bindings/pydrake/multibody/inverse_kinematics_py.cc', 'test_output/drake/bindings/pydrake/common/module_py.cc', 'test_output/drake/bindings/pydrake/common/value_py.cc', 'test_output/drake/bindings/pydrake/common/schema_py.cc', 'test_output/drake/bindings/pydrake/common/eigen_geometry_py.cc', 'test_output/drake/bindings/pydrake/common/test/serialize_test_util_py.cc', 'test_output/drake/bindings/pydrake/common/test/text_logging_test_helpers_py.cc', 'test_output/drake/bindings/pydrake/common/test/wrap_test_util_py.cc', 'test_output/drake/bindings/pydrake/common/test/compatibility_test_util_py.cc', 'test_output/drake/bindings/pydrake/common/test/serialize_test_foo_py.cc', 'test_output/drake/bindings/pydrake/common/test/value_test_util_py.cc', 'test_output/drake/bindings/pydrake/common/test/eigen_pybind_test_util_py.cc', 'test_output/drake/bindings/pydrake/common/test/eigen_geometry_test_util_py.cc', 'test_output/drake/bindings/pydrake/common/test/serialize_test_bar_py.cc', 'test_output/drake/bindings/pydrake/common/test/deprecation_example/cc_module_py.cc', 'test_output/drake/bindings/pydrake/autodiffutils/autodiffutils_py.cc', 'test_output/drake/bindings/pydrake/autodiffutils/test/autodiffutils_test_util_py.cc', 'test_output/drake/bindings/pydrake/planning/planning_py.cc', 'test_output/drake/bindings/pydrake/examples/examples_py.cc', 'test_output/drake/tools/workspace/pybind11/test/sample_header_py.cc']"
uncrustify,uncrustify,https://github.com/uncrustify/uncrustify,2742,522.0,2023-10-19T12:41:20Z,"['test_output/uncrustify/tests/input/cpp/Issue_2574.cpp', 'test_output/uncrustify/tests/expected/cpp/33203-Issue_2574.cpp']"
facebookincubator,velox,https://github.com/facebookincubator/velox,2701,701.0,2023-10-20T06:33:19Z,['test_output/velox/pyvelox/pyvelox.cpp']
facebookresearch,StarSpace,https://github.com/facebookresearch/StarSpace,3895,524.0,2022-12-04T04:02:21Z,['test_output/StarSpace/python/starspace_pybind.cc']
valhalla,valhalla,https://github.com/valhalla/valhalla,3872,584.0,2023-10-19T19:21:51Z,['test_output/valhalla/src/bindings/python/python.cc']
google-deepmind,open_spiel,https://github.com/google-deepmind/open_spiel,3803,821.0,2023-10-19T16:10:55Z,"['test_output/open_spiel/open_spiel/eigen/pyspiel_eigen_test.cc', 'test_output/open_spiel/open_spiel/python/pybind11/pyspiel.cc']"
dpilger26,NumCpp,https://github.com/dpilger26/NumCpp,3135,491.0,2023-10-18T02:31:15Z,"['test_output/NumCpp/test/pytest/src/NumCppPy.cpp', 'test_output/NumCpp/test/pytest/src/pybind11/pybind11/pybind11.h', 'test_output/NumCpp/test/pytest/src/pybind11/pybind11/detail/internals.h', 'test_output/NumCpp/test/pytest/src/pybind11/pybind11/detail/type_caster_base.h', 'test_output/NumCpp/test/pytest/src/pybind11/pybind11/detail/common.h']"
pytorch,glow,https://github.com/pytorch/glow,3055,660.0,2023-10-19T23:03:11Z,['test_output/glow/torch_glow/src/binding.cpp']
bytedance,lightseq,https://github.com/bytedance/lightseq,2952,305.0,2023-05-16T10:47:48Z,"['test_output/lightseq/lightseq/csrc/pybind/pybind_kernel_x86.cpp', 'test_output/lightseq/lightseq/csrc/pybind/pybind_layer_new.cpp', 'test_output/lightseq/lightseq/csrc/pybind/pybind_adam.cpp', 'test_output/lightseq/lightseq/csrc/pybind/pybind_op.cpp', 'test_output/lightseq/lightseq/csrc/pybind/pybind_layer.cpp', 'test_output/lightseq/lightseq/csrc/pybind/pybind_kernel_cuda.cpp', 'test_output/lightseq/lightseq/csrc/pybind/pybind_model.cpp', 'test_output/lightseq/lightseq/inference/pywrapper/wrapper.cc']"
parallel101,course,https://github.com/parallel101/course,2855,424.0,2023-09-24T05:36:47Z,['test_output/course/06/03_benchmark/05/benchmark/bindings/python/google_benchmark/benchmark.cc']
cms-sw,cmssw,https://github.com/cms-sw/cmssw,986,3858.0,2023-10-20T08:11:19Z,"['test_output/cmssw/FWCore/PythonFramework/src/PythonModule.cc', 'test_output/cmssw/FWCore/PythonParameterSet/src/PyBind11Module.h', 'test_output/cmssw/L1Trigger/Phase2L1GT/src/L1GTScales.cc', 'test_output/cmssw/CondCore/Utilities/plugins/Module_PayloadInspector.cc', 'test_output/cmssw/CondCore/Utilities/interface/Payload2XMLModule.h', 'test_output/cmssw/CondCore/Utilities/interface/PayloadInspectorModule.h', 'test_output/cmssw/CondCore/CondDB/plugins/CondDBPyBind11Wrappers.cc', 'test_output/cmssw/CondCore/EcalPlugins/plugins/EcalPyUtils.cc']"
DeepRec-AI,DeepRec,https://github.com/DeepRec-AI/DeepRec,886,300.0,2023-10-20T02:49:36Z,"['test_output/DeepRec/tensorflow/python/util/tensor_float_32.cc', 'test_output/DeepRec/tensorflow/python/util/tf_stack.cc', 'test_output/DeepRec/tensorflow/core/kernels/data/parquet_pybind.cc', 'test_output/DeepRec/tensorflow/compiler/xla/python/xla.cc', 'test_output/DeepRec/tensorflow/compiler/xla/python/tpu_driver/client/tpu_client_extension.cc']"
andrewssobral,bgslibrary,https://github.com/andrewssobral/bgslibrary,2114,719.0,2023-03-05T18:41:20Z,['test_output/bgslibrary/wrapper/python/bgslibrary_module.cpp']
shouxieai,tensorRT_Pro,https://github.com/shouxieai/tensorRT_Pro,2108,480.0,2023-05-24T05:27:21Z,"['test_output/tensorRT_Pro/src/application/app_python/interface.cpp', 'test_output/tensorRT_Pro/src/application/tools/pybind11.hpp', 'test_output/tensorRT_Pro/example-hard-decode-pybind/src/interface.cpp', 'test_output/tensorRT_Pro/example-hard-decode-pybind/src/pybind11.hpp']"
